SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,charge_group,tenure_group,HighCharge_MonthToMonth,Churn_Probability,Predicted_Churn
0,1,0,0.8873239436619719,1,1,0.8671641791044776,0.7819005308100623,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,5,3,0,0.07847667048226036,0
0,1,0,1.0,1,0,0.6651741293532337,0.7081237018232172,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,4,3,0,0.010161744535941437,0
1,1,0,0.8309859154929577,1,1,0.9731343283582089,0.7970343872605584,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,5,3,0,0.07551772965889965,0
0,1,0,0.09859154929577466,1,1,0.7164179104477612,0.08365451188552966,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,4,0,1,0.690139962647285,1
1,0,0,0.7887323943661972,1,1,0.8621890547263681,0.680261943226402,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,5,3,1,0.31112744686841187,0
0,1,0,0.35211267605633806,1,1,0.545273631840796,0.2239441495499654,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,3,2,0,0.26882467224642853,0
0,1,0,0.8450704225352113,1,0,0.6233830845771144,0.5670090006923609,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,4,3,0,0.03153459919133052,0
0,0,0,0.056338028169014086,1,0,0.5706467661691541,0.04427648280636973,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.700049924623981,1
1,0,1,0.0,1,1,0.5248756218905473,0.0060235402723286405,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.6971753667182037,1
0,1,1,0.08450704225352114,0,1,0.1616915422885572,0.03005423494114932,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.33611563702207176,0
0,0,0,0.6338028169014085,1,0,0.01791044776119402,0.10191553196399723,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0.008620337748177574,0
0,0,0,0.943661971830986,1,0,0.9154228855721392,0.8378202169397646,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,5,3,0,0.04148661470030776,0
0,0,0,0.7887323943661972,1,1,0.9422885572139305,0.7438495268866836,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,5,3,0,0.09280449354909043,0
0,0,0,0.7323943661971831,1,0,0.7218905472636815,0.5657050542349411,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,4,3,1,0.1927442525523888,0
0,0,0,0.6338028169014085,1,1,0.755223880597015,0.5065370413108701,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,4,2,0,0.3175119457910382,0
1,0,0,0.09859154929577466,1,0,0.6661691542288557,0.07811562427879068,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,1,0.7482201970148972,1
0,1,1,0.5492957746478874,1,1,0.6646766169154228,0.38505077313639513,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,4,2,0,0.23962563335459783,0
0,0,1,0.35211267605633806,0,1,0.21592039800995028,0.11596468959150705,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,0,0.1275390879786997,0
1,1,1,0.8309859154929577,1,1,0.7462686567164178,0.6641760904684976,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,4,3,1,0.2528213891509391,0
1,1,1,0.14084507042253522,1,1,0.5955223880597014,0.09762866374336489,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0.6564093164898377,1
1,0,0,0.2112676056338028,1,1,0.7776119402985074,0.18029079159935382,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,4,1,1,0.7900145982909077,1
1,0,0,0.46478873239436624,0,1,0.37810945273631835,0.20160973921070854,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,2,2,0,0.48183830582192805,0
0,1,0,0.647887323943662,1,0,0.013930348258706454,0.11012000923147935,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0.00944475730368595,0
0,1,1,0.0,1,1,0.5139303482587065,0.0058966074313408735,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0.5735257490178146,1
1,1,0,0.8732394366197184,1,1,0.8482587064676618,0.7455111931687053,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,5,3,1,0.4744806968721848,0
1,0,0,1.0,1,1,0.8870646766169153,0.8919859219939995,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,5,3,0,0.0456475952634773,0
0,0,0,0.5492957746478874,1,1,0.023383084577114438,0.09329563812600969,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0.013807790873038947,0
0,0,0,0.04225352112676056,1,1,0.5582089552238805,0.02845026540503116,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.7544828517414944,1
0,1,1,0.056338028169014086,1,1,0.6592039800995024,0.05019039926148166,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,4,0,1,0.5757144050837922,1
0,1,0,0.9859154929577465,1,1,0.9736318407960197,0.9568139856912069,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,5,3,0,0.05351561836598763,0
0,0,0,0.02816901408450704,1,1,0.517910447761194,0.023263327948303717,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0.6251424809500544,1
0,1,0,0.02816901408450704,1,1,0.5731343283582089,0.027440572351719365,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.7592840491584453,1
0,0,0,0.36619718309859156,1,0,0.020398009950248763,0.06649549965381953,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0.030928762929280363,0
0,1,0,0.5633802816901409,1,0,0.023880597014925342,0.09886337410570044,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0.01041354101404622,0
0,0,0,0.07042253521126761,1,1,0.553233830845771,0.044138010616201255,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0.6922863586191089,1
0,0,0,0.02816901408450704,1,1,0.7124378109452736,0.026038541426263558,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,4,0,1,0.5790394462528616,1
0,1,0,0.8309859154929577,1,1,0.7547263681592039,0.6297138241403184,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,4,3,1,0.19629974041031517,0
1,1,0,0.7887323943661972,1,1,0.7124378109452736,0.5661839372259405,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,4,3,1,0.38657879045963056,0
0,0,0,0.35211267605633806,1,1,0.7970149253731342,0.2880798522963305,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,4,2,1,0.675026536995138,1
0,0,0,0.7605633802816901,1,1,0.32139303482587056,0.32471151627048234,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,3,0,0.05976001568712292,0
0,0,0,0.0,1,1,0.019402985074626844,0.0001615508885298867,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.22379095253567824,0
0,0,0,0.676056338028169,1,1,0.47661691542288565,0.3669743826448188,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,3,3,0,0.030125127535014114,0
0,1,1,0.07042253521126761,1,0,0.3746268656716417,0.03998961458573737,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0.16638715036362076,0
1,0,0,0.0,1,1,0.5109452736318407,0.005861989383798754,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.7430783316813612,1
0,1,1,0.5352112676056339,1,1,0.6293532338308457,0.35639279944611124,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,2,1,0.18129502079157098,0
0,0,0,0.0,1,0,0.012935323383084563,8.654511885529664e-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2028698598108697,0
0,1,0,0.971830985915493,0,0,0.3935323383084577,0.4639395338102931,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,2,3,0,0.02020204703138231,0
0,0,0,0.0,1,1,0.3154228855721393,0.003594507269789984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.47417451858453247,0
0,1,0,0.16901408450704225,0,1,0.3034825870646766,0.07092084006462036,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,0,0.5449194292396806,1
0,1,1,0.9014084507042254,1,1,0.718407960199005,0.6853334871913224,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,4,3,0,0.017996280200035533,0
1,0,0,0.28169014084507044,1,1,0.8567164179104477,0.2599873067159012,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,5,1,1,0.7479940326717708,1
0,0,0,0.6901408450704226,0,0,0.21343283582089556,0.22085737364412647,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,3,0,0.017174761532616677,0
0,0,0,0.15492957746478872,0,0,0.4218905472636816,0.08360258481421648,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,3,0,0,0.3089950779017302,0
0,0,0,0.35211267605633806,1,0,0.5696517412935324,0.23070620816985923,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,2,0,0.13930212994047683,0
1,0,0,0.014084507042253521,0,1,0.12089552238805967,0.006906300484652667,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.6736727340478413,1
1,0,0,0.6338028169014085,1,1,0.5059701492537313,0.37347680590814675,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,3,2,0,0.10197888974876236,0
0,1,0,0.6338028169014085,1,1,0.9019900497512437,0.5579852296330488,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,5,2,0,0.1363705128676699,0
0,1,1,0.8450704225352113,1,1,0.8049751243781095,0.6913512577890607,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,4,3,1,0.3702280420035829,0
0,1,0,0.23943661971830985,1,1,0.7024875621890546,0.1818543734133395,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,4,1,1,0.5983874068883963,1
0,0,0,0.25352112676056343,1,0,0.5109452736318407,0.15875259635356567,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0.4154495099675826,0
0,1,1,0.16901408450704225,1,1,0.5587064676616916,0.10130971613201016,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0.5237130690240211,1
0,1,1,0.16901408450704225,1,0,0.062189054726368154,0.03747980613893377,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.054882525919398926,0
0,0,0,0.04225352112676056,0,0,0.16666666666666663,0.01349526886683591,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0.37511211011366674,0
0,1,1,1.0,1,0,0.8875621890547264,0.8721324717285945,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,5,3,0,0.0383811693499693,0
0,0,1,0.0,0,0,0.05920398009950248,0.000623124855758135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.4204620282472927,0
0,0,0,0.16901408450704225,1,0,0.7079601990049752,0.12849642280175397,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,4,1,1,0.4491664687905009,0
0,0,0,0.02816901408450704,1,1,0.013432835820895522,0.004725363489499192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2432468659237051,0
0,0,0,0.02816901408450704,1,0,0.6711442786069651,0.027457881375490423,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,4,0,1,0.5781536776300323,1
1,0,0,0.11267605633802817,1,1,0.7149253731343282,0.09208400646203554,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,4,0,1,0.8066119098417328,1
0,1,1,0.26760563380281693,1,1,0.7159203980099502,0.20283291022386338,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4,1,1,0.6030646319279742,1
0,0,0,0.08450704225352114,1,1,0.5656716417910447,0.06163743364874222,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.6672301914452892,1
1,0,0,0.0,1,1,0.5124378109452736,0.005879298407569814,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.7385606779201245,1
0,0,0,0.3098591549295775,1,1,0.7487562189054726,0.26803023309485347,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,4,1,1,0.7348986223629054,1
0,1,0,0.9014084507042254,1,0,0.4044776119402985,0.4429148396030464,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,2,3,0,0.0061445545525324495,0
0,1,1,0.7183098591549296,1,0,0.010945273631840807,0.1168820678513732,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0.005290094065615845,0
0,0,0,0.02816901408450704,1,1,0.31840796019900497,0.015405031156242789,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0.31640452379884115,0
0,1,0,0.07042253521126761,1,1,0.7213930348258706,0.05694091853219479,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,4,0,1,0.737460671904891,1
0,1,0,0.04225352112676056,1,0,0.5199004975124378,0.0317793676436649,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.6158953161679194,1
0,1,0,0.6056338028169015,1,1,0.6621890547263681,0.4162877913685668,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,4,2,1,0.2609370792433693,0
1,0,0,0.647887323943662,1,1,0.6746268656716418,0.4438956842834064,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,4,2,1,0.45078586468563775,0
0,0,0,0.07042253521126761,0,0,0.32537313432835824,0.03332564043387953,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,2,0,0,0.2871216624142885,0
0,0,0,0.08450704225352114,1,0,0.7756218905472637,0.07164781906300485,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,4,0,1,0.7698337054491974,1
0,0,0,0.7323943661971831,1,1,0.5537313432835821,0.4545868912993307,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,3,3,0,0.025596299075667187,0
0,0,0,0.02816901408450704,1,0,0.26368159203980096,0.014914608816062776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.3378208023246393,0
0,0,1,0.07042253521126761,1,0,0.012935323383084563,0.012670205400415416,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14764459288562853,0
0,0,0,0.1267605633802817,1,1,0.708955223880597,0.09742672513270252,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4,0,1,0.7487831001116392,1
0,1,1,0.33802816901408456,1,1,0.7054726368159204,0.25836025848142163,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,4,2,1,0.33412216644125275,0
0,0,0,0.619718309859155,1,1,0.7069651741293532,0.4815774290330025,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,4,2,1,0.43681456587481504,0
0,1,0,0.02816901408450704,1,0,0.7626865671641792,0.02935610431571659,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,4,0,1,0.7817744093376006,1
0,0,0,0.014084507042253521,1,1,0.6129353233830845,0.015422340180013847,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,3,0,1,0.5868798807110026,1
0,0,0,0.08450704225352114,1,0,0.01641791044776117,0.017810985460420033,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.08499769753622892,0
0,0,0,0.6901408450704226,1,1,0.7706467661691543,0.5436129702284791,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,4,3,1,0.5116849698003894,1
0,1,1,0.9295774647887325,1,1,0.8159203980099502,0.7696976690514655,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,5,3,0,0.06688040983922701,0
0,1,1,0.3802816901408451,1,1,0.6248756218905472,0.25482344795753514,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,2,1,0.42831942603112255,0
1,1,0,0.6338028169014085,0,1,0.4144278606965174,0.32285368105238865,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,2,2,0,0.12396345628200497,0
0,0,0,0.9154929577464789,0,0,0.11144278606965174,0.2266732056312024,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,3,0,0.023345010514392237,0
0,1,0,0.5915492957746479,1,1,0.6164179104477612,0.41112393261020075,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,4,2,0,0.1529308288584183,0
0,0,0,0.0,1,1,0.2746268656716418,0.0031213939533810296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.4100727042576384,0
0,1,0,0.647887323943662,1,0,0.07114427860696515,0.12928686822063237,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0.07587372005465894,0
0,1,1,0.8450704225352113,1,0,0.021393034825870627,0.13935495038079854,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0.007744210380449327,0
0,1,1,0.46478873239436624,1,0,0.023880597014925342,0.08049849988460651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0.04684069499805848,0
0,0,0,0.0,1,1,0.010447761194029848,5.769674590353109e-05,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.24874385003170957,0
0,1,1,0.971830985915493,0,0,0.4189054726368159,0.47540964689591503,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,3,3,0,0.044069904585973624,0
0,0,0,0.9154929577464789,1,0,0.014427860696517386,0.14251096238172167,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0.004106314497263704,0
0,0,0,0.23943661971830985,1,1,0.7741293532338308,0.19869605354258021,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,4,1,1,0.5845352049954723,1
0,1,1,0.26760563380281693,1,0,0.020895522388059695,0.04890376182783292,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.08327354641720082,0
0,1,1,0.46478873239436624,0,0,0.12089552238805967,0.10614470343872606,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0.0455386222506882,0
0,0,0,0.014084507042253521,1,0,0.5184079601990049,0.013899146088160626,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.6366965119370032,1
0,1,1,0.014084507042253521,1,0,0.5144278606965175,0.014435725825063465,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0.49734159953784945,0
0,0,0,0.5774647887323944,1,1,0.41691542288557215,0.27726748211400876,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3,2,0,0.05014036414059101,0
0,1,0,0.04225352112676056,1,1,0.617910447761194,0.03330256173551812,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,0,1,0.7079227403863309,1
0,1,0,0.07042253521126761,1,1,0.8661691542288558,0.060743134087237485,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,5,0,1,0.7952851680743503,1
1,1,0,0.35211267605633806,1,0,0.4223880597014925,0.18216016616662822,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3,2,0,0.11565232652060901,0
0,0,0,0.014084507042253521,1,1,0.6711442786069651,0.017424417262866376,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,4,0,1,0.7845955758492844,1
0,1,0,0.647887323943662,1,1,0.8009950248756219,0.5209900761597046,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,4,2,1,0.3794436729183484,0
0,0,0,0.46478873239436624,1,0,0.07810945273631842,0.11095661204708056,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0.017230989883823593,0
1,1,0,0.7887323943661972,1,1,0.7661691542288557,0.6240768520655435,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,4,3,1,0.3191800497800036,0
0,0,0,0.6619718309859155,1,0,0.06268656716417911,0.13675859681513963,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0.023609495303751053,0
0,0,1,0.07042253521126761,1,0,0.08059701492537313,0.01906877452111701,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.1918505367769214,0
1,0,0,0.08450704225352114,1,1,0.2980099502487562,0.03710477729056082,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0.40090596821780355,0
0,0,0,0.0,1,1,0.5184079601990049,0.00594853450265405,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.6995140660611785,1
0,1,1,0.9577464788732395,1,1,0.4567164179104478,0.4887260558504501,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,3,3,0,0.008260628769176333,0
0,0,0,0.5352112676056339,1,0,0.024378109452736302,0.08581237018232173,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0.011165740586506866,0
0,1,0,0.4225352112676057,1,0,0.7517412935323382,0.3462612508654512,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,4,2,1,0.47191172259469794,0
0,0,0,0.8591549295774649,1,0,0.8333333333333334,0.7512635587352874,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,5,3,0,0.08579191208889524,0
0,0,0,0.9577464788732395,1,0,0.7203980099502488,0.7273597969074544,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,4,3,0,0.015878245842315886,0
0,0,0,0.04225352112676056,1,1,0.8696517412935324,0.04905377336718209,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,5,0,0,0.5072415473102769,1
0,0,0,0.4366197183098592,1,1,0.01791044776119402,0.06873413339487654,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0.016539369484325914,0
0,0,1,0.04225352112676056,1,0,0.7099502487562188,0.040024232633279484,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,4,0,1,0.5780747950614299,1
1,0,0,0.7605633802816901,0,1,0.2646766169154229,0.2838968382183245,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,3,0,0.16804954559374077,0
0,0,0,0.0,1,1,0.3696517412935323,0.004223401800138472,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0.5602748025543229,1
1,0,0,0.8169014084507042,1,1,0.7114427860696517,0.6321370874682668,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,4,3,1,0.2580416028549386,0
1,0,0,0.04225352112676056,1,0,0.3034825870646766,0.01858412185552735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.4592657765175044,0
0,0,0,0.3098591549295775,1,0,0.37363184079601985,0.1510558504500346,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,0.08122469485968399,0
0,1,1,1.0,1,0,0.06716417910447761,0.1984883452573275,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0.0038591869794215765,0
0,1,1,0.25352112676056343,1,1,0.06616915422885569,0.05180013847219017,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.03311060734638197,0
0,1,1,0.8591549295774649,1,1,0.05970149253731341,0.16222017078236786,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0.006600835285662102,0
0,1,1,1.0,1,1,0.9532338308457712,0.9750057696745904,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,5,3,0,0.04472525313892042,0
1,0,0,0.02816901408450704,1,1,0.5845771144278606,0.025265405031156242,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.792998354739637,1
1,0,0,0.5774647887323944,1,1,0.8606965174129354,0.49672859450726975,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,5,2,1,0.5281904083291514,1
0,0,0,0.09859154929577466,1,1,0.41542288557213924,0.05411377798292177,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0.4272926433673133,0
1,1,0,0.36619718309859156,1,1,0.8258706467661691,0.31567620586198936,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,5,2,1,0.5346374114040722,1
0,0,0,0.0,1,1,0.5597014925373134,0.006427417493653358,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.7703555346508737,1
1,0,0,0.04225352112676056,1,1,0.8114427860696517,0.04893261020078468,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,4,0,1,0.7244444828779563,1
0,0,0,0.0,1,0,0.014925373134328346,0.0001096238172167089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.20288456130594992,0
0,0,0,0.3098591549295775,1,1,0.7199004975124377,0.2220632356335103,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,4,1,1,0.5741651619828791,1
0,0,0,0.5352112676056339,0,1,0.3054726368159204,0.21486845141933994,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,2,2,0,0.13352983218520603,0
1,1,0,0.4507042253521127,1,1,0.6203980099502486,0.30437341333948764,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0.3861828914899968,0
1,1,0,0.6056338028169015,1,0,0.6980099502487562,0.44935379644588047,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,4,2,0,0.2234690418098811,0
0,1,1,0.0,1,1,0.5597014925373134,0.006427417493653358,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.7174524426606487,1
0,1,1,0.9295774647887325,0,0,0.1736318407960199,0.2915878144472651,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,3,0,0.0066061223695007,0
0,1,1,0.6619718309859155,1,1,0.5159203980099502,0.37152088622201707,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,3,2,0,0.019605825880319987,0
0,1,1,0.07042253521126761,1,0,0.011940298507462671,0.01092776367412878,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.06703901071347637,0
1,1,0,0.323943661971831,0,0,0.20746268656716416,0.10991230094622663,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.2798167808358778,0
0,1,0,0.04225352112676056,1,0,0.013432835820895522,0.008614124163397185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.18650342190713576,0
0,0,0,0.04225352112676056,1,0,0.014427860696517386,0.011423955688899146,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.08953623464825336,0
1,1,0,0.7746478873239437,1,1,0.49950248756218907,0.4610200784675744,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,3,3,0,0.02941584557603086,0
0,1,1,0.6619718309859155,1,0,0.01741293532338306,0.10582737133625664,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0.007453438025209856,0
0,1,1,0.619718309859155,1,0,0.3621890547263681,0.29251096238172164,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,2,0,0.00843436630236498,0
0,1,0,0.3098591549295775,1,1,0.5024875621890547,0.19278213708746827,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,3,1,0,0.0773508853088699,0
1,1,0,1.0,1,1,0.06716417910447761,0.205833141010847,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0.007874670347128021,0
0,0,0,0.04225352112676056,1,0,0.026865671641791017,0.00769674590353104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16992801639620975,0
0,1,0,0.7464788732394366,1,0,0.8786069651741294,0.6628779136856682,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,5,3,0,0.12410796122510971,0
0,1,0,0.6619718309859155,1,1,0.927363184079602,0.6111585506577429,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,5,2,1,0.3560466227080346,0
